idtag,epcRowId,prevsoc,soc,voltage,amper,energy,prevenergy,diffInSec,accDiff,avgDiffInSec,accAvg,offset,scaled
14:1F:BA:10:C5:D9,568,86,87,659.6,149,16590.25,12212.41,160,600,149,10652,10003,10603
14:1F:BA:10:C5:D9,568,87,88,660.3,149,19904.52,16590.25,120,720,135,10787,10003,10723
14:1F:BA:10:C5:D9,568,88,89,660.9,149.8,23194.54,19904.52,120,840,135,10922,10003,10843
14:1F:BA:10:C5:D9,568,89,90,662.2,149.1,26510.33,23194.54,120,960,135,11057,10003,10963
14:1F:BA:10:C5:D9,568,90,91,663.8,149.1,29827.52,26510.33,120,1080,135,11192,10003,11083
14:1F:BA:10:C5:D9,568,91,92,666.3,148.5,33117.67,29827.52,120,1200,150,11342,10003,11203
14:1F:BA:10:C5:D9,568,92,93,670.7,147.2,36436.15,33117.67,120,1320,135,11477,10003,11323
14:1F:BA:10:C5:D9,568,93,94,680.3,144.8,39727.21,36436.15,120,1440,150,11627,10003,11443
14:1F:BA:10:C5:DC,563,20,21,637.8,157.4,5425.28,0,192,192,192,192,0,192
14:1F:BA:10:C5:DC,563,21,22,640.1,157,9913.67,5425.28,160,352,160,352,0,352
14:1F:BA:10:C5:DC,563,22,23,641.6,156.1,14402.06,9913.67,160,512,160,512,0,512
14:1F:BA:10:C5:DC,563,23,24,642.8,156.2,18888.59,14402.06,160,672,160,672,0,672
14:1F:BA:10:C5:DC,563,24,25,643.7,156.4,22237.81,18888.59,120,792,120,792,0,792
14:1F:BA:10:C5:DC,563,25,26,642.4,127,26645.49,22237.81,201,993,201,993,0,993
14:1F:BA:10:C5:DC,563,26,27,643.3,126.6,31180.97,26645.49,201,1194,201,1194,0,1194
14:1F:BA:10:C5:DC,563,27,28,643.7,125.9,35700.97,31180.97,201,1395,201,1395,0,1395
14:1F:BA:10:C5:DC,563,28,29,644.1,125.7,39333.09,35700.97,160,1555,160,1555,0,1555
14:1F:BA:10:C5:DC,563,29,30,644.5,128,42961.56,39333.09,161,1716,161,1716,0,1716
14:1F:BA:10:C5:DC,563,30,31,644.7,125.8,47499.54,42961.56,201,1917,201,1917,0,1917
14:1F:BA:10:C5:DC,563,31,32,644.7,125.3,51123.53,47499.54,160,2077,160,2077,0,2077
14:1F:BA:10:C5:DC,563,32,33,645.1,125.1,55645.31,51123.53,201,2278,201,2278,0,2278
14:1F:BA:10:C5:DC,563,33,34,645.1,125.9,60197.5,55645.31,201,2479,201,2479,0,2479
14:1F:BA:10:C5:DC,563,34,35,645.4,127.4,65637.26,60197.5,241,2720,241,2720,0,2720
14:1F:BA:10:C5:DC,563,35,36,645.4,126.6,70176.59,65637.26,201,2921,201,2921,0,2921
14:1F:BA:10:C5:DC,563,36,37,645.4,125.3,75631.65,70176.59,241,3162,241,3162,0,3162
14:1F:BA:10:C5:DC,563,37,38,645.4,125.5,80179.31,75631.65,201,3363,201,3363,0,3363
14:1F:BA:10:C5:DC,563,38,39,648.7,125.7,85646.8,80179.31,241,3604,241,3604,0,3604
14:1F:BA:10:C5:DC,563,39,40,648.1,127.8,90200.91,85646.8,201,3805,201,3805,0,3805
14:1F:BA:10:C5:DC,563,40,41,649.6,125.1,95667.87,90200.91,241,4046,241,4046,0,4046
14:1F:BA:10:C5:DC,563,41,42,649.6,124.7,100252.1,95667.87,201,4247,201,4247,0,4247
14:1F:BA:10:C5:DC,563,42,43,649.6,125.8,105726.9,100252.1,241,4488,241,4488,0,4488
14:1F:BA:10:C5:DC,563,43,44,649.6,125,110287.8,105726.9,201,4689,201,4689,0,4689
14:1F:BA:10:C5:DC,563,44,45,649.6,127.3,115772.5,110287.8,241,4930,241,4930,0,4930
14:1F:BA:10:C5:DC,563,45,46,649.6,125.8,121241.2,115772.5,241,5171,241,5171,0,5171
14:1F:BA:10:C5:DC,563,46,47,649.6,127.9,125812,121241.2,201,5372,201,5372,0,5372
14:1F:BA:10:C5:DC,563,47,48,649.6,126.1,131304.6,125812,241,5613,241,5613,0,5613
14:1F:BA:10:C5:DC,563,48,49,649.6,125.6,135863.7,131304.6,201,5814,201,5814,0,5814
14:1F:BA:10:C5:DC,563,49,50,649.6,125.6,141334.2,135863.7,241,6055,241,6055,0,6055
14:1F:BA:10:C5:DC,563,50,51,649.6,125.6,145921.7,141334.2,201,6256,201,6256,0,6256
14:1F:BA:10:C5:DC,563,51,52,649.6,126.3,151396.7,145921.7,241,6497,241,6497,0,6497
14:1F:BA:10:C5:DC,563,52,53,649.6,125.4,155961.5,151396.7,201,6698,201,6698,0,6698
14:1F:BA:10:C5:DC,563,53,54,649.6,125.3,161458.5,155961.5,241,6939,241,6939,0,6939
14:1F:BA:10:C5:DC,563,54,55,650.2,125.8,166024.8,161458.5,201,7140,201,7140,0,7140
14:1F:BA:10:C5:DC,563,55,56,650.4,125.9,171533,166024.8,241,7381,241,7381,0,7381
14:1F:BA:10:C5:DC,563,56,57,650.6,125.5,176099.6,171533,201,7582,201,7582,0,7582
14:1F:BA:10:C5:DC,563,57,58,651,125.3,181579.5,176099.6,241,7823,241,7823,0,7823
14:1F:BA:10:C5:DC,563,58,59,651,125.8,186174.3,181579.5,201,8024,201,8024,0,8024
14:1F:BA:10:C5:DC,563,59,60,651.2,127,191665.2,186174.3,241,8265,241,8265,0,8265
14:1F:BA:10:C5:DC,563,60,61,651.4,126.9,196265.7,191665.2,201,8466,201,8466,0,8466
14:1F:BA:10:C5:DC,563,61,62,651.7,125.3,201758.5,196265.7,241,8707,241,8707,0,8707
14:1F:BA:10:C5:DC,563,62,63,651.7,125.3,207275.7,201758.5,241,8948,241,8948,0,8948
14:1F:BA:10:C5:DC,563,63,64,651.9,125.1,211849.9,207275.7,201,9149,201,9149,0,9149
14:1F:BA:10:C5:DC,563,64,65,651.9,125.4,217334.3,211849.9,241,9390,241,9390,0,9390
14:1F:BA:10:C5:DC,563,65,66,652.1,125.4,221935.4,217334.3,201,9591,201,9591,0,9591
14:1F:BA:10:C5:DC,563,66,67,652.3,125,227436.6,221935.4,241,9832,241,9832,0,9832
14:1F:BA:10:C5:DC,563,67,68,652.3,127.4,231104.8,227436.6,161,9993,161,9993,0,9993
14:1F:BA:10:C5:DC,563,68,69,652.5,125.3,235680.8,231104.8,200,10193,200,10193,0,10193
14:1F:BA:10:C5:DC,563,69,70,652.7,125.6,239356.5,235680.8,160,10353,160,10353,0,10353
14:1F:BA:10:C5:DC,563,70,71,652.7,125.7,243028.7,239356.5,160,10513,160,10513,0,10513
14:1F:BA:10:C5:DC,563,71,72,652.9,127.5,246703.4,243028.7,161,10674,161,10674,0,10674
14:1F:BA:10:C5:DC,563,72,73,654.4,152.9,250441.5,246703.4,160,10834,160,10834,0,10834
14:1F:BA:10:C5:DC,563,73,74,654.8,153.5,254919.3,250441.5,160,10994,160,10994,0,10994
14:1F:BA:10:C5:DC,563,74,75,655,152.8,258257,254919.3,120,11114,120,11114,0,11114
14:1F:BA:10:C5:DC,563,75,76,655,153,261623.4,258257,120,11234,120,11234,0,11234
14:1F:BA:10:C5:DC,563,76,77,655.2,152.7,266103.9,261623.4,160,11394,160,11394,0,11394
14:1F:BA:10:C5:DC,563,77,78,655.4,153,269445,266103.9,120,11514,120,11514,0,11514
14:1F:BA:10:C5:DC,563,78,79,655.6,152.6,273928.6,269445,160,11674,160,11674,0,11674
14:1F:BA:10:C5:DC,563,79,80,655.6,153.4,277299.8,273928.6,120,11794,120,11794,0,11794
14:1F:BA:10:C5:DC,563,80,81,655.9,153.2,280645,277299.8,120,11914,120,11914,0,11914
14:1F:BA:10:C5:DC,563,81,82,656.3,153.2,285132.2,280645,160,12074,160,12074,0,12074
14:1F:BA:10:C5:DC,563,82,83,656.5,152.7,288494.3,285132.2,120,12194,120,12194,0,12194
14:1F:BA:10:C5:DC,563,83,84,656.5,152.5,291829.7,288494.3,120,12314,120,12314,0,12314
14:1F:BA:10:C5:DC,563,84,85,656.9,152.5,294054.1,291829.7,80,12394,80,12394,0,12394
14:1F:BA:10:C5:DC,563,85,86,657.1,152.2,297421.5,294054.1,120,12514,120,12514,0,12514
14:1F:BA:10:C5:DC,563,86,87,657.5,152.3,300789.6,297421.5,120,12634,120,12634,0,12634
14:1F:BA:10:C5:DC,563,87,88,658,152.6,304130.9,300789.6,120,12754,120,12754,0,12754
14:1F:BA:10:C5:DC,563,88,89,658.4,152.2,307504.7,304130.9,120,12874,120,12874,0,12874
14:1F:BA:10:C5:DC,563,89,90,659,151.9,310845.1,307504.7,120,12994,120,12994,0,12994
14:1F:BA:10:C5:DC,563,90,91,659.6,151.8,314210.3,310845.1,120,13114,120,13114,0,13114
14:1F:BA:10:C5:DC,563,91,92,660.7,152,317554.8,314210.3,120,13234,120,13234,0,13234
14:1F:BA:10:C5:DC,563,92,93,662.4,151,322038.4,317554.8,160,13394,160,13394,0,13394
14:1F:BA:10:C5:DC,563,93,94,664.3,150.3,325408.9,322038.4,120,13514,120,13514,0,13514
14:1F:BA:10:C5:DF,402,33,34,647.1,151.9,3682.5,0.93,132,132,132,132,0,132
14:1F:BA:10:C5:DF,402,34,35,647.5,151.7,6962.39,3682.5,120,252,120,252,0,252
14:1F:BA:10:C5:DF,402,35,36,647.5,152.4,10273.78,6962.39,120,372,120,372,0,372
14:1F:BA:10:C5:DF,402,36,37,647.7,152.4,13585.23,10273.78,120,492,120,492,0,492
14:1F:BA:10:C5:DF,402,37,38,647.7,152.6,16871.14,13585.23,120,612,120,612,0,612
14:1F:BA:10:C5:DF,402,38,39,647.5,152.2,20185.31,16871.14,120,732,120,732,0,732
14:1F:BA:10:C5:DF,402,39,40,647.5,152.2,23471.97,20185.31,120,852,120,852,0,852
14:1F:BA:10:C5:DF,402,40,41,647.5,152,26787.72,23471.97,120,972,120,972,0,972
14:1F:BA:10:C5:DF,402,41,42,647.3,152.4,30924.63,26787.72,151,1123,196,1168,0,1123
14:1F:BA:10:C5:DF,402,42,43,647.3,152.6,34239.88,30924.63,120,1243,165,1333,0,1243
14:1F:BA:10:C5:DF,402,43,44,647.5,152.7,37528.01,34239.88,120,1363,180,1513,0,1363
14:1F:BA:10:C5:DF,402,44,45,647.5,152.5,40845,37528.01,120,1483,165,1678,0,1483
14:1F:BA:10:C5:DF,402,45,46,647.5,152.5,44984.75,40845,150,1633,180,1858,0,1633
14:1F:BA:10:C5:DF,402,46,47,647.7,152.4,48275.56,44984.75,120,1753,180,2038,0,1753
14:1F:BA:10:C5:DF,402,47,48,647.5,152.6,51593.98,48275.56,120,1873,165,2203,0,1873
14:1F:BA:10:C5:DF,402,48,49,647.5,152.7,55736.48,51593.98,150,2023,180,2383,0,2023
14:1F:BA:10:C5:DF,402,49,50,647.7,152.6,59056.48,55736.48,120,2143,180,2563,0,2143
14:1F:BA:10:C5:DF,402,50,51,647.9,152.3,62349.26,59056.48,120,2263,165,2728,0,2263
14:1F:BA:10:C5:DF,402,51,52,647.9,152.5,66493.59,62349.26,150,2413,180,2908,0,2413
14:1F:BA:10:C5:DF,402,52,53,648.2,152.2,69815.75,66493.59,120,2533,180,3088,0,2533
14:1F:BA:10:C5:DF,402,53,54,648.4,152.6,73962.66,69815.75,150,2683,180,3268,0,2683
14:1F:BA:10:C5:DF,402,54,55,648.6,152.1,77258.1,73962.66,120,2803,165,3433,0,2803
14:1F:BA:10:C5:DF,402,55,56,648.8,151.8,81393.91,77258.1,150,2953,195,3628,0,2953
14:1F:BA:10:C5:DF,402,56,57,649.2,151.5,85529.21,81393.91,150,3103,180,3808,0,3103
14:1F:BA:10:C5:DF,402,57,58,649.4,152.1,88844.13,85529.21,120,3223,165,3973,0,3223
14:1F:BA:10:C5:DF,402,58,59,649.8,151.8,92983.3,88844.13,150,3373,195,4168,0,3373
14:1F:BA:10:C5:DF,402,59,60,650.5,152,97098.65,92983.3,150,3523,180,4348,0,3523
14:1F:BA:10:C5:DF,402,60,61,650.9,152,100421.3,97098.65,120,3643,165,4513,0,3643
14:1F:BA:10:C5:DF,402,61,62,651.3,151.2,104562.8,100421.3,150,3793,180,4693,0,3793
14:1F:BA:10:C5:DF,402,62,63,651.7,151.2,108697.9,104562.8,150,3943,195,4888,0,3943
14:1F:BA:10:C5:DF,402,63,64,651.9,151.4,112834,108697.9,150,4093,180,5068,0,4093
14:1F:BA:10:C5:DF,402,64,65,652.3,151.2,116944.8,112834,140,4233,175,5243,0,4233
14:1F:BA:10:C5:DF,402,65,66,652.5,151.6,121085,116944.8,151,4384,196,5439,0,4384
14:1F:BA:10:C5:DF,402,66,67,652.8,151.1,125226.3,121085,150,4534,180,5619,0,4534
14:1F:BA:10:C5:DF,402,67,68,653,151.4,129369.7,125226.3,150,4684,195,5814,0,4684
14:1F:BA:10:C5:DF,402,68,69,653.2,151.6,133513,129369.7,151,4835,181,5995,0,4835
14:1F:BA:10:C5:DF,402,69,70,653.2,151.2,137631.1,133513,150,4985,180,6175,0,4985
14:1F:BA:10:C5:DF,402,70,71,653.4,151.3,140953.7,137631.1,120,5105,180,6355,0,5105
14:1F:BA:10:C5:DF,402,71,72,653.6,150.8,145089.8,140953.7,150,5255,180,6535,0,5255
14:1F:BA:10:C5:DF,402,72,73,654,150.5,149223.4,145089.8,150,5405,180,6715,0,5405
14:1F:BA:10:C5:DF,402,73,74,654,150.5,153330.3,149223.4,150,5555,195,6910,0,5555
14:1F:BA:10:C5:DF,402,74,75,654.2,150.7,156644.8,153330.3,120,5675,150,7060,0,5675
14:1F:BA:10:C5:DF,402,75,76,654.6,150.9,160781.2,156644.8,150,5825,150,7210,0,5825
14:1F:BA:10:C5:DF,402,76,77,655,150.7,164098.6,160781.2,120,5945,150,7360,0,5945
14:1F:BA:10:C5:DF,402,77,78,654.8,150.7,167387.8,164098.6,120,6065,135,7495,0,6065
14:1F:BA:10:C5:DF,402,78,79,655,150.5,170704.5,167387.8,120,6185,150,7645,0,6185
14:1F:BA:10:C5:DF,402,79,80,655.3,151,174846.4,170704.5,150,6335,150,7795,0,6335
14:1F:BA:10:C5:DF,402,80,81,655.3,150.9,178138.3,174846.4,120,6455,150,7945,0,6455
14:1F:BA:10:C5:DF,402,81,82,655.5,150.5,181458.5,178138.3,120,6575,135,8080,0,6575
14:1F:BA:10:C5:DF,402,82,83,655.7,150.2,185601.1,181458.5,150,6725,135,8215,0,6725
14:1F:BA:10:C5:DF,402,83,84,655.7,150.5,188894.8,185601.1,120,6845,135,8350,0,6845
14:1F:BA:10:C5:DF,402,84,85,655.7,150.2,192217,188894.8,121,6966,120,8470,0,6966
14:1F:BA:10:C5:DF,402,85,86,655.9,151.1,196363.2,192217,150,7116,150,8620,0,7116
14:1F:BA:10:C5:DF,402,86,87,655.9,151.1,199685.9,196363.2,120,7236,120,8740,0,7236
14:1F:BA:10:C5:DF,402,87,88,656.1,150.5,202980.9,199685.9,120,7356,135,8875,0,7356
14:1F:BA:10:C5:DF,402,88,89,656.3,149.9,207124.2,202980.9,151,7507,151,9026,0,7507
14:1F:BA:10:C5:DF,402,89,90,656.5,150,210438.9,207124.2,120,7627,120,9146,0,7627
14:1F:BA:10:C5:DF,402,90,91,656.7,149.7,214570.7,210438.9,150,7777,150,9296,0,7777
14:1F:BA:10:C5:DF,402,91,92,656.7,150,217854.6,214570.7,120,7897,135,9431,0,7897
14:1F:BA:10:C5:DF,402,92,93,657.1,150.4,221990.6,217854.6,150,8047,165,9596,0,8047
14:1F:BA:10:C5:DF,402,93,94,657.3,149.9,225306.2,221990.6,120,8167,135,9731,0,8167
14:1F:BA:10:C5:DF,402,94,95,657.6,150.2,229446.6,225306.2,150,8317,150,9881,0,8317
14:1F:BA:10:C5:DF,402,95,96,658.2,150.1,235235.3,229446.6,211,8528,211,10092,0,8528
14:1F:BA:10:C5:DF,402,96,97,659.2,149.8,244334.9,235235.3,331,8859,331,10423,0,8859
14:1F:BA:10:C5:DF,402,97,98,661.1,149.3,252585,244334.9,301,9160,301,10724,0,9160
14:1F:BA:10:C5:DF,402,98,99,663.4,148.7,258368.1,252585,210,9370,210,10934,0,9370
14:1F:BA:10:C5:DF,493,41,42,638.6,126.2,5386.47,0.05,241,241,196,1168,927,1168
14:1F:BA:10:C5:DF,493,42,43,639.5,126.7,10134.29,5386.47,211,452,165,1333,927,1379
14:1F:BA:10:C5:DF,493,43,44,639.5,126.7,15583.54,10134.29,241,693,180,1513,927,1620
14:1F:BA:10:C5:DF,493,44,45,639.5,126.4,20336.62,15583.54,211,904,165,1678,927,1831
14:1F:BA:10:C5:DF,493,45,46,639.7,125.8,25115.72,20336.62,211,1115,180,1858,927,2042
14:1F:BA:10:C5:DF,493,46,47,639.7,126.8,30570.42,25115.72,241,1356,180,2038,927,2283
14:1F:BA:10:C5:DF,493,47,48,639.7,126.1,35332.78,30570.42,211,1567,165,2203,927,2494
14:1F:BA:10:C5:DF,493,48,49,639.7,125.9,40114.25,35332.78,211,1778,180,2383,927,2705
14:1F:BA:10:C5:DF,493,49,50,639.7,126.1,45570.82,40114.25,241,2019,180,2563,927,2946
14:1F:BA:10:C5:DF,493,50,51,639.5,126.1,50332.61,45570.82,211,2230,165,2728,927,3157
14:1F:BA:10:C5:DF,493,51,52,639.7,128.1,55114.99,50332.61,211,2441,180,2908,927,3368
14:1F:BA:10:C5:DF,493,52,53,640,126.7,60574.09,55114.99,241,2682,180,3088,927,3609
14:1F:BA:10:C5:DF,493,53,54,640.3,127.1,65345.33,60574.09,211,2893,180,3268,927,3820
14:1F:BA:10:C5:DF,493,54,55,640.3,126.1,70133.18,65345.33,211,3104,165,3433,927,4031
14:1F:BA:10:C5:DF,493,55,56,640.6,126.4,75598.11,70133.18,241,3345,195,3628,927,4272
14:1F:BA:10:C5:DF,493,56,57,640.9,126.2,80391.14,75598.11,211,3556,180,3808,927,4483
14:1F:BA:10:C5:DF,493,57,58,641.2,126.5,85167.76,80391.14,211,3767,165,3973,927,4694
14:1F:BA:10:C5:DF,493,58,59,641.7,126.7,90645.5,85167.76,241,4008,195,4168,927,4935
14:1F:BA:10:C5:DF,493,59,60,642,126,95421.37,90645.5,211,4219,180,4348,927,5146
14:1F:BA:10:C5:DF,493,60,61,642.3,126.9,100226.9,95421.37,211,4430,165,4513,927,5357
14:1F:BA:10:C5:DF,493,61,62,643.1,128.3,105031.8,100226.9,211,4641,180,4693,927,5568
14:1F:BA:10:C5:DF,493,62,63,643.7,125.9,110497.6,105031.8,241,4882,195,4888,927,5809
14:1F:BA:10:C5:DF,493,63,64,644.3,127.6,115309.7,110497.6,211,5093,180,5068,927,6020
14:1F:BA:10:C5:DF,493,64,65,644.5,126.9,120131.1,115309.7,211,5304,175,5243,927,6231
14:1F:BA:10:C5:DF,493,65,66,645.1,126.1,125613.4,120131.1,241,5545,196,5439,927,6472
14:1F:BA:10:C5:DF,493,66,67,645.4,127.2,130436.9,125613.4,211,5756,180,5619,927,6683
14:1F:BA:10:C5:DF,493,67,68,645.4,128.6,135921.8,130436.9,241,5997,195,5814,927,6924
14:1F:BA:10:C5:DF,493,68,69,645.7,126.7,140746.8,135921.8,211,6208,181,5995,927,7135
14:1F:BA:10:C5:DF,493,69,70,645.7,126.3,145571.9,140746.8,211,6419,180,6175,927,7346
14:1F:BA:10:C5:DF,493,70,71,645.7,126.8,151061.7,145571.9,241,6660,180,6355,927,7587
14:1F:BA:10:C5:DF,493,71,72,645.9,126.7,155893.8,151061.7,211,6871,180,6535,927,7798
14:1F:BA:10:C5:DF,493,72,73,646.2,128.8,160698.3,155893.8,211,7082,180,6715,927,8009
14:1F:BA:10:C5:DF,493,73,74,646.2,126.6,166219.5,160698.3,241,7323,195,6910,927,8250
14:1F:BA:10:C5:DF,493,74,75,646.2,127.2,170368.3,166219.5,181,7504,150,7060,927,8431
14:1F:BA:10:C5:DF,493,75,76,646.2,126,173807.2,170368.3,151,7655,150,7210,927,8582
14:1F:BA:10:C5:DF,493,76,77,646.2,127.8,177934.8,173807.2,181,7836,150,7360,927,8763
14:1F:BA:10:C5:DF,493,77,78,646.5,125.9,181378.5,177934.8,151,7987,135,7495,927,8914
14:1F:BA:10:C5:DF,493,78,79,646.8,128,185531.6,181378.5,181,8168,150,7645,927,9095
14:1F:BA:10:C5:DF,493,79,80,646.5,127.6,188980,185531.6,151,8319,150,7795,927,9246
14:1F:BA:10:C5:DF,493,80,81,646.8,126.7,193109.8,188980,181,8500,150,7945,927,9427
14:1F:BA:10:C5:DF,493,81,82,646.8,125.9,196549,193109.8,150,8650,135,8080,927,9577
14:1F:BA:10:C5:DF,493,82,83,647.1,126.9,199309,196549,120,8770,135,8215,927,9697
14:1F:BA:10:C5:DF,493,83,84,647.1,126.5,202753.2,199309,151,8921,135,8350,927,9848
14:1F:BA:10:C5:DF,493,84,85,647.4,126.3,205515,202753.2,120,9041,120,8470,927,9968
14:1F:BA:10:C5:DF,493,85,86,647.1,127.6,208963.7,205515,151,9192,150,8620,927,10119
14:1F:BA:10:C5:DF,493,86,87,647.4,126.8,211727.3,208963.7,120,9312,120,8740,927,10239
14:1F:BA:10:C5:DF,493,87,88,647.6,126.9,215174.6,211727.3,151,9463,135,8875,927,10390
14:1F:BA:10:C5:DF,493,88,89,647.6,126.1,218619.2,215174.6,151,9614,151,9026,927,10541
14:1F:BA:10:C5:DF,493,89,90,647.9,126.7,221385.2,218619.2,120,9734,120,9146,927,10661
14:1F:BA:10:C5:DF,493,90,91,647.9,127.2,224833.6,221385.2,151,9885,150,9296,927,10812
14:1F:BA:10:C5:DF,493,91,92,648.2,126.4,228310.9,224833.6,151,10036,135,9431,927,10963
14:1F:BA:10:C5:DF,493,92,93,648.5,126.7,232450.6,228310.9,181,10217,165,9596,927,11144
14:1F:BA:10:C5:DF,493,93,94,648.8,127.2,235902.5,232450.6,151,10368,135,9731,927,11295
14:1F:BA:10:C5:E0,332,35,36,641.9,118.7,3123.82,0,143,143,143,143,0,143
14:1F:BA:10:C5:E0,332,36,37,641.9,118.5,8238.73,3123.82,241,384,241,384,0,384
14:1F:BA:10:C5:E0,332,37,38,642.5,118.5,13341.03,8238.73,241,625,241,625,0,625
14:1F:BA:10:C5:E0,332,38,39,642.9,119.1,18475.64,13341.03,241,866,241,866,0,866
14:1F:BA:10:C5:E0,332,39,40,643.6,119.1,23619.25,18475.64,241,1107,241,1107,0,1107
14:1F:BA:10:C5:E0,332,40,41,643.4,118.7,28746.4,23619.25,241,1348,241,1348,0,1348
14:1F:BA:10:C5:E0,332,41,42,643.6,119.4,33898.72,28746.4,241,1589,241,1589,0,1589
14:1F:BA:10:C5:E0,332,42,43,643.8,119.1,39053.21,33898.72,241,1830,241,1830,0,1830
14:1F:BA:10:C5:E0,332,43,44,643.8,119,44208.73,39053.21,241,2071,241,2071,0,2071
14:1F:BA:10:C5:E0,332,44,45,643.8,119.4,48706.54,44208.73,211,2282,211,2282,0,2282
14:1F:BA:10:C5:E0,332,45,46,644,119.6,53864.68,48706.54,241,2523,241,2523,0,2523
14:1F:BA:10:C5:E0,332,46,47,644,119.5,59026.79,53864.68,241,2764,241,2764,0,2764
14:1F:BA:10:C5:E0,332,47,48,644,119.5,64167.69,59026.79,241,3005,241,3005,0,3005
14:1F:BA:10:C5:E0,332,48,49,644.2,119.5,69333.34,64167.69,241,3246,241,3246,0,3246
14:1F:BA:10:C5:E0,332,49,50,644.4,119.2,74499.07,69333.34,241,3487,241,3487,0,3487
14:1F:BA:10:C5:E0,332,50,51,644.4,119.3,79644.04,74499.07,241,3728,241,3728,0,3728
14:1F:BA:10:C5:E0,332,51,52,644.8,119.1,84813.8,79644.04,241,3969,241,3969,0,3969
14:1F:BA:10:C5:E0,332,52,53,645,119.6,89986.11,84813.8,241,4210,241,4210,0,4210
14:1F:BA:10:C5:E0,332,53,54,645.2,119.6,95160.26,89986.11,241,4451,241,4451,0,4451
14:1F:BA:10:C5:E0,332,54,55,645.6,119.6,100314,95160.26,241,4692,241,4692,0,4692
14:1F:BA:10:C5:E0,332,55,56,645.8,118.9,105491.3,100314,241,4933,143,4835,0,4933
14:1F:BA:10:C5:E0,332,56,57,646.3,119.5,110673.7,105491.3,241,5174,180,5015,0,5174
14:1F:BA:10:C5:E0,332,57,58,646.7,119.1,115194.9,110673.7,211,5385,165,5180,0,5385
14:1F:BA:10:C5:E0,332,58,59,647.3,119.7,120386,115194.9,242,5627,196,5376,0,5627
14:1F:BA:10:C5:E0,332,59,60,647.9,119.6,125579.7,120386,241,5868,180,5556,0,5868
14:1F:BA:10:C5:E0,332,60,61,648.3,119.1,130777.2,125579.7,241,6109,180,5736,0,6109
14:1F:BA:10:C5:E0,332,61,62,649,119.2,135957.8,130777.2,241,6350,180,5916,0,6350
14:1F:BA:10:C5:E0,332,62,63,649.2,119.6,141166.2,135957.8,241,6591,180,6096,0,6591
14:1F:BA:10:C5:E0,332,63,64,649.6,119.1,146376.5,141166.2,241,6832,195,6291,0,6832
14:1F:BA:10:C5:E0,332,64,65,649.8,119.2,151565.3,146376.5,241,7073,180,6471,0,7073
14:1F:BA:10:C5:E0,332,65,66,649.6,119.3,156780.2,151565.3,241,7314,180,6651,0,7314
14:1F:BA:10:C5:E0,332,66,67,650,118.5,161767.8,156780.2,241,7555,180,6831,0,7555
14:1F:BA:10:C5:E0,332,67,68,650,118.5,166932.9,161767.8,241,7796,180,7011,0,7796
14:1F:BA:10:C5:E0,332,68,69,650,118.4,172115.5,166932.9,241,8037,180,7191,0,8037
14:1F:BA:10:C5:E0,332,69,70,650.2,118.6,177274.4,172115.5,241,8278,195,7386,0,8278
14:1F:BA:10:C5:E0,332,70,71,650.2,118.3,182431.7,177274.4,241,8519,180,7566,0,8519
14:1F:BA:10:C5:E0,332,71,72,650.4,118.8,187589.1,182431.7,241,8760,180,7746,0,8760
14:1F:BA:10:C5:E0,332,72,73,650.6,118.6,192127.5,187589.1,211,8971,165,7911,0,8971
14:1F:BA:10:C5:E0,332,73,74,650.8,118.5,196640.6,192127.5,211,9182,165,8076,0,9182
14:1F:BA:10:C5:E0,332,74,75,650.8,118.5,200492.9,196640.6,180,9362,150,8226,0,9362
14:1F:BA:10:C5:E0,332,75,76,651,118,204365.9,200492.9,180,9542,150,8376,0,9542
14:1F:BA:10:C5:E0,332,76,77,651,118.7,208240.9,204365.9,180,9722,150,8526,0,9722
14:1F:BA:10:C5:E0,332,77,78,651,118.5,212116,208240.9,180,9902,150,8676,0,9902
14:1F:BA:10:C5:E0,332,78,79,651.2,118.5,215989.8,212116,180,10082,150,8826,0,10082
14:1F:BA:10:C5:E0,332,79,80,651.4,118.5,219864.1,215989.8,181,10263,150,8976,0,10263
14:1F:BA:10:C5:E0,332,80,81,651.6,118.7,223738.8,219864.1,181,10444,165,9141,0,10444
14:1F:BA:10:C5:E0,332,81,82,651.9,117.9,227615.4,223738.8,180,10624,150,9291,0,10624
14:1F:BA:10:C5:E0,332,82,83,651.9,118.3,230849.9,227615.4,150,10774,120,9411,0,10774
14:1F:BA:10:C5:E0,332,83,84,652.1,118.1,233421.1,230849.9,120,10894,135,9546,0,10894
14:1F:BA:10:C5:E0,332,84,85,652.1,118,236657.9,233421.1,151,11045,120,9666,0,11045
14:1F:BA:10:C5:E0,332,85,86,652.3,118.4,239892.9,236657.9,150,11195,135,9801,0,11195
14:1F:BA:10:C5:E0,332,86,87,652.5,118.5,243128.6,239892.9,150,11345,135,9936,0,11345
14:1F:BA:10:C5:E0,332,87,88,652.7,118.5,246343.8,243128.6,150,11495,135,10071,0,11495
14:1F:BA:10:C5:E0,332,88,89,652.9,118.2,249583.6,246343.8,150,11645,135,10206,0,11645
14:1F:BA:10:C5:E0,332,89,90,653.1,118,252823,249583.6,150,11795,150,10356,0,11795
14:1F:BA:10:C5:E0,332,90,91,653.3,118.5,256707.6,252823,180,11975,165,10521,0,11975
