idtag,epcRowId,prevsoc,soc,voltage,amper,energy,prevenergy,diffInSec,accDiff,avgDiffInSec,accAvg,offset,levelCode,low,high,insertTime,scaled,amperLevel
14:1F:BA:10:C6:8E,598,85,86,649,126.5,252878.6,250131.5,120,10044,120,10510,0,2,107,135,19:01.1,10044,2
14:1F:BA:10:C6:8E,598,86,87,649.3,127.5,256358.5,252878.6,150,10194,130,10640,0,2,107,135,19:01.1,10194,2
14:1F:BA:10:C6:8E,598,87,88,649.6,127.7,259817.5,256358.5,151,10345,140,10780,0,2,107,135,19:01.1,10345,2
14:1F:BA:10:C6:8E,598,88,89,649.6,126.6,263278.7,259817.5,150,10495,140,10920,0,2,107,135,19:01.1,10495,2
14:1F:BA:10:C6:8E,598,89,90,650.2,127.7,266740.6,263278.7,151,10646,140,11060,0,2,107,135,19:01.1,10646,2
14:1F:BA:10:C6:8E,598,90,91,650.5,126.6,270202.1,266740.6,151,10797,150,11210,0,2,107,135,19:01.1,10797,2
14:1F:BA:10:C6:8E,598,91,92,650.5,125.9,273661.5,270202.1,151,10948,150,11360,0,2,107,135,19:01.1,10948,2
14:1F:BA:10:C6:8E,598,92,93,651.6,126.6,277126.9,273661.5,151,11099,141,11501,0,2,107,135,19:01.1,11099,2
14:1F:BA:10:C6:8E,598,93,94,652.4,126.1,281293.4,277126.9,181,11280,180,11681,0,2,107,135,19:01.1,11280,2
14:1F:BA:10:C6:8E,623,40,41,642.9,118.5,5357.92,0,258,258,219,1832,1574,2,107,135,19:01.1,1832,2
14:1F:BA:10:C6:8E,623,41,42,643.8,118.4,10464.12,5357.92,241,499,210,2042,1574,2,107,135,19:01.1,2073,2
14:1F:BA:10:C6:8E,623,42,43,644,118.3,15598.97,10464.12,241,740,210,2252,1574,2,107,135,19:01.1,2314,2
14:1F:BA:10:C6:8E,623,43,44,644.2,119.7,20735.44,15598.97,241,981,210,2462,1574,2,107,135,19:01.1,2555,2
14:1F:BA:10:C6:8E,623,44,45,644,120.4,25188.09,20735.44,211,1192,196,2658,1574,2,107,135,19:01.1,2766,2
14:1F:BA:10:C6:8E,623,45,46,644.2,118.7,30337.87,25188.09,241,1433,210,2868,1574,2,107,135,19:01.1,3007,2
14:1F:BA:10:C6:8E,623,46,47,644.2,118.5,35486.42,30337.87,241,1674,211,3079,1574,2,107,135,19:01.1,3248,2
14:1F:BA:10:C6:8E,623,47,48,644.2,118.5,40639.46,35486.42,241,1915,210,3289,1574,2,107,135,19:01.1,3489,2
14:1F:BA:10:C6:8E,623,48,49,644.6,118.3,45796.92,40639.46,241,2156,210,3499,1574,2,107,135,19:01.1,3730,2
14:1F:BA:10:C6:8E,623,49,50,644.6,118.6,50293.86,45796.92,211,2367,195,3694,1574,2,107,135,19:01.1,3941,2
14:1F:BA:10:C6:8E,623,50,51,644.6,120.4,55454.08,50293.86,241,2608,210,3904,1574,2,107,135,19:01.1,4182,2
14:1F:BA:10:C6:8E,623,51,52,645,118.6,60614.56,55454.08,241,2849,210,4114,1574,2,107,135,19:01.1,4423,2
14:1F:BA:10:C6:8E,623,52,53,645,119.6,65772.94,60614.56,241,3090,211,4325,1574,2,107,135,19:01.1,4664,2
14:1F:BA:10:C6:8E,623,53,54,645.4,118.9,70937.64,65772.94,241,3331,210,4535,1574,2,107,135,19:01.1,4905,2
14:1F:BA:10:C6:8E,623,54,55,645.6,119.7,75445.11,70937.64,211,3542,190,4725,1574,2,107,135,19:01.1,5116,2
14:1F:BA:10:C6:8E,623,55,56,645.8,118.7,80616,75445.11,241,3783,210,4935,1574,2,107,135,19:01.1,5357,2
14:1F:BA:10:C6:8E,623,56,57,646.3,119.6,85789.09,80616,241,4024,221,5156,1574,2,107,135,19:01.1,5598,2
14:1F:BA:10:C6:8E,623,58,59,647.1,118.3,95949.79,90915.16,241,4506,220,5587,1574,2,107,135,19:01.1,6080,2
14:1F:BA:10:C6:8E,623,59,60,647.5,118.2,101093.2,95949.79,241,4747,210,5797,1574,2,107,135,19:01.1,6321,2
14:1F:BA:10:C6:8E,623,60,61,648.1,118.6,106238.6,101093.2,241,4988,220,6017,1574,2,107,135,19:01.1,6562,2
14:1F:BA:10:C6:8E,623,61,62,648.5,118.2,111384.4,106238.6,241,5229,211,6228,1574,2,107,135,19:01.1,6803,2
14:1F:BA:10:C6:8E,623,62,63,649.2,118.5,115892.9,111384.4,210,5439,200,6428,1574,2,107,135,19:01.1,7013,2
14:1F:BA:10:C6:8E,623,63,64,649.4,118.4,121044.8,115892.9,241,5680,200,6628,1574,2,107,135,19:01.1,7254,2
14:1F:BA:10:C6:8E,623,64,65,649.8,118.3,126194,121044.8,241,5921,201,6829,1574,2,107,135,19:01.1,7495,2
14:1F:BA:10:C6:8E,623,65,66,650,118.2,131366.3,126194,241,6162,210,7039,1574,2,107,135,19:01.1,7736,2
14:1F:BA:10:C6:8E,623,66,67,650.2,118.2,136520.8,131366.3,241,6403,200,7239,1574,2,107,135,19:01.1,7977,2
14:1F:BA:10:C6:8E,623,67,68,650.4,118.4,141673.5,136520.8,241,6644,210,7449,1574,2,107,135,19:01.1,8218,2
14:1F:BA:10:C6:8E,623,68,69,650.4,118.7,146827.7,141673.5,241,6885,200,7649,1574,2,107,135,19:01.1,8459,2
14:1F:BA:10:C6:8E,623,69,70,650.6,118.1,151340.3,146827.7,211,7096,190,7839,1574,2,107,135,19:01.1,8670,2
14:1F:BA:10:C6:8E,623,70,71,650.6,117.8,156495.3,151340.3,241,7337,211,8050,1574,2,107,135,19:01.1,8911,2
14:1F:BA:10:C6:8E,623,71,72,650.6,118.9,161725.6,156495.3,271,7608,210,8260,1574,2,107,135,19:01.1,9182,2
14:1F:BA:10:C6:8E,623,72,73,651,118.5,166888.8,161725.6,241,7849,190,8450,1574,2,107,135,19:01.1,9423,2
14:1F:BA:10:C6:8E,623,73,74,651.2,118.7,172052.8,166888.8,241,8090,190,8640,1574,2,107,135,19:01.1,9664,2
14:1F:BA:10:C6:8E,623,74,75,651.4,118.5,176574.3,172052.8,211,8301,170,8810,1574,2,107,135,19:01.1,9875,2
14:1F:BA:10:C6:8E,623,75,76,651.4,117.9,181760.3,176574.3,241,8542,190,9000,1574,2,107,135,19:01.1,10116,2
14:1F:BA:10:C6:8E,623,76,77,651.9,118.4,186927.1,181760.3,241,8783,190,9190,1574,2,107,135,19:01.1,10357,2
14:1F:BA:10:C6:8E,623,77,78,651.9,118,192097.7,186927.1,241,9024,170,9360,1574,2,107,135,19:01.1,10598,2
14:1F:BA:10:C6:8E,623,78,79,652.1,118.5,195982,192097.7,180,9204,170,9530,1574,2,107,135,19:01.1,10778,2
14:1F:BA:10:C6:8E,623,79,80,652.1,118.3,199865.7,195982,180,9384,150,9680,1574,2,107,135,19:01.1,10958,2
14:1F:BA:10:C6:8E,623,80,81,652.3,118.1,203750.6,199865.7,180,9564,160,9840,1574,2,107,135,19:01.1,11138,2
14:1F:BA:10:C6:8E,623,81,82,652.7,118.2,207634.1,203750.6,180,9744,140,9980,1574,2,107,135,19:01.1,11318,2
14:1F:BA:10:C6:8E,623,82,83,652.7,118.2,210875.6,207634.1,150,9894,140,10120,1574,2,107,135,19:01.1,11468,2
14:1F:BA:10:C6:8E,623,83,84,651,70.6,213443.6,210875.6,120,10014,120,10240,1574,4,70,90,19:01.1,11588,4
14:1F:BA:10:C6:8E,623,84,85,652.9,117.8,216924.8,213443.6,181,10195,150,10390,1574,2,107,135,19:01.1,11769,2
14:1F:BA:10:C6:8E,623,85,86,653.1,118,219529.3,216924.8,121,10316,120,10510,1574,2,107,135,19:01.1,11890,2
14:1F:BA:10:C6:8E,623,86,87,653.3,118.3,222780.6,219529.3,151,10467,130,10640,1574,2,107,135,19:01.1,12041,2
14:1F:BA:10:C6:8E,623,87,88,653.5,118.1,226031.7,222780.6,151,10618,140,10780,1574,2,107,135,19:01.1,12192,2
14:1F:BA:10:C6:8E,623,88,89,653.7,119.2,229285.6,226031.7,150,10768,140,10920,1574,2,107,135,19:01.1,12342,2
14:1F:BA:10:C6:8E,623,89,90,653.9,118.8,232540.6,229285.6,151,10919,140,11060,1574,2,107,135,19:01.1,12493,2
14:1F:BA:10:C6:8E,623,90,91,654.3,120.2,235799.7,232540.6,150,11069,150,11210,1574,2,107,135,19:01.1,12643,2
14:1F:BA:10:C6:8E,623,91,92,654.7,118.7,239706.5,235799.7,181,11250,150,11360,1574,2,107,135,19:01.1,12824,2
14:1F:BA:10:C6:8E,623,92,93,655.4,119.6,242968.2,239706.5,151,11401,141,11501,1574,2,107,135,19:01.1,12975,2
14:1F:BA:10:C6:8E,623,93,94,656,119.8,247560.8,242968.2,211,11612,180,11681,1574,2,107,135,19:01.1,13186,2
14:1F:BA:10:C6:8F,489,48,49,644.5,152.7,3545.96,0,133,133,186,5565,5432,1,140,170,19:01.1,5565,1
14:1F:BA:10:C6:8F,489,49,50,645.6,152.8,8506.84,3545.96,180,313,200,5765,5432,1,140,170,19:01.1,5745,1
14:1F:BA:10:C6:8F,489,50,51,645.8,152.7,13475.77,8506.84,180,493,187,5952,5432,1,140,170,19:01.1,5925,1
14:1F:BA:10:C6:8F,489,51,52,645.8,152.8,18438.61,13475.77,180,673,210,6162,5432,1,140,170,19:01.1,6105,1
14:1F:BA:10:C6:8F,489,52,53,646,152.8,23394.83,18438.61,180,853,172,6334,5432,1,140,170,19:01.1,6285,1
14:1F:BA:10:C6:8F,489,53,54,646.2,152.4,28353.32,23394.83,180,1033,200,6534,5432,1,140,170,19:01.1,6465,1
14:1F:BA:10:C6:8F,489,54,55,646.4,152.5,33319.29,28353.32,180,1213,199,6733,5432,1,140,170,19:01.1,6645,1
14:1F:BA:10:C6:8F,489,55,56,646.8,152.6,38286.66,33319.29,180,1393,173,6906,5432,1,140,170,19:01.1,6825,1
14:1F:BA:10:C6:8F,489,56,57,647,152.5,43256.37,38286.66,180,1573,187,7093,5432,1,140,170,19:01.1,7005,1
14:1F:BA:10:C6:8F,489,57,58,647.4,152.9,48199.42,43256.37,180,1753,173,7266,5432,1,140,170,19:01.1,7185,1
14:1F:BA:10:C6:8F,489,58,59,647.7,152.4,53173.35,48199.42,180,1933,177,7443,5432,1,140,170,19:01.1,7365,1
14:1F:BA:10:C6:8F,489,59,60,648.1,152.7,58150.4,53173.35,180,2113,183,7626,5432,1,140,170,19:01.1,7545,1
14:1F:BA:10:C6:8F,489,60,61,648.5,152.5,63131.29,58150.4,181,2294,163,7789,5432,1,140,170,19:01.1,7726,1
14:1F:BA:10:C6:8F,489,61,62,649.1,151.9,68097.34,63131.29,180,2474,187,7976,5432,1,140,170,19:01.1,7906,1
14:1F:BA:10:C6:8F,489,62,63,649.7,152.4,73063.73,68097.34,180,2654,187,8163,5432,1,140,170,19:01.1,8086,1
14:1F:BA:10:C6:8F,489,63,64,650.2,152.2,78036.57,73063.73,180,2834,173,8336,5432,1,140,170,19:01.1,8266,1
14:1F:BA:10:C6:8F,489,64,65,650.8,152.4,83013.86,78036.57,180,3014,176,8512,5432,1,140,170,19:01.1,8446,1
14:1F:BA:10:C6:8F,489,65,66,651,151.4,87995,83013.86,180,3194,173,8685,5432,1,140,170,19:01.1,8626,1
14:1F:BA:10:C6:8F,489,66,67,651.6,151.4,92958.3,87995,180,3374,187,8872,5432,1,140,170,19:01.1,8806,1
14:1F:BA:10:C6:8F,489,67,68,651.6,151.5,97923.58,92958.3,181,3555,159,9031,5432,1,140,170,19:01.1,8987,1
14:1F:BA:10:C6:8F,489,68,69,651.8,151.9,102891.3,97923.58,181,3736,185,9216,5432,1,140,170,19:01.1,9168,1
14:1F:BA:10:C6:8F,489,69,70,652,151.6,107860,102891.3,181,3917,183,9399,5432,1,140,170,19:01.1,9349,1
14:1F:BA:10:C6:8F,489,70,71,652,151.7,112830.8,107860,180,4097,193,9592,5432,1,140,170,19:01.1,9529,1
14:1F:BA:10:C6:8F,489,71,72,652,151.9,118623.4,112830.8,211,4308,183,9775,5432,1,140,170,19:01.1,9740,1
14:1F:BA:10:C6:8F,489,72,73,652.2,151.9,122771.7,118623.4,150,4458,185,9960,5432,1,140,170,19:01.1,9890,1
14:1F:BA:10:C6:8F,489,73,74,652.4,151.4,126892.5,122771.7,150,4608,168,10128,5432,1,140,170,19:01.1,10040,1
14:1F:BA:10:C6:8F,489,74,75,652.4,151.4,130216.9,126892.5,120,4728,168,10296,5432,1,140,170,19:01.1,10160,1
14:1F:BA:10:C6:8F,489,75,76,652.4,151.4,134366.2,130216.9,150,4878,165,10461,5432,1,140,170,19:01.1,10310,1
14:1F:BA:10:C6:8F,489,76,77,652.6,151.4,137664.9,134366.2,120,4998,143,10604,5432,1,140,170,19:01.1,10430,1
14:1F:BA:10:C6:8F,489,77,78,652.9,152.2,141816.7,137664.9,150,5148,174,10778,5432,1,140,170,19:01.1,10580,1
14:1F:BA:10:C6:8F,489,78,79,653.1,151.5,145143.6,141816.7,120,5268,170,10948,5432,1,140,170,19:01.1,10700,1
14:1F:BA:10:C6:8F,489,79,80,653.3,151.4,149269.1,145143.6,150,5418,162,11110,5432,1,140,170,19:01.1,10850,1
14:1F:BA:10:C6:8F,489,80,81,653.3,151.4,152598.3,149269.1,120,5538,156,11266,5432,1,140,170,19:01.1,10970,1
14:1F:BA:10:C6:8F,489,81,82,653.5,151.8,156753.7,152598.3,150,5688,156,11422,5432,1,140,170,19:01.1,11120,1
14:1F:BA:10:C6:8F,489,82,83,653.7,151.7,159225.1,156753.7,90,5778,144,11566,5432,1,140,170,19:01.1,11210,1
14:1F:BA:10:C6:8F,489,83,84,653.9,150.7,162549.1,159225.1,120,5898,153,11719,5432,1,140,170,19:01.1,11330,1
14:1F:BA:10:C6:8F,489,84,85,653.9,150.8,165017.8,162549.1,90,5988,152,11871,5432,1,140,170,19:01.1,11420,1
14:1F:BA:10:C6:8F,489,85,86,653.9,150.6,168337.6,165017.8,120,6108,156,12027,5432,1,140,170,19:01.1,11540,1
14:1F:BA:10:C6:8F,489,86,87,654.1,150.7,171656.6,168337.6,120,6228,164,12191,5432,1,140,170,19:01.1,11660,1
14:1F:BA:10:C6:8F,489,87,88,654.5,150.8,174950.4,171656.6,120,6348,150,12341,5432,1,140,170,19:01.1,11780,1
14:1F:BA:10:C6:8F,489,88,89,654.5,151,178272.1,174950.4,120,6468,164,12505,5432,1,140,170,19:01.1,11900,1
14:1F:BA:10:C6:8F,489,89,90,654.9,151.2,181595.7,178272.1,120,6588,150,12655,5432,1,140,170,19:01.1,12020,1
14:1F:BA:10:C6:8F,489,90,91,655.1,151.2,184892.8,181595.7,120,6708,170,12825,5432,1,140,170,19:01.1,12140,1
14:1F:BA:10:C6:8F,489,91,92,655.1,151.2,188218.2,184892.8,120,6828,164,12989,5432,1,140,170,19:01.1,12260,1
14:1F:BA:10:C6:8F,489,92,93,655.6,151,191517.4,188218.2,120,6948,164,13153,5432,1,140,170,19:01.1,12380,1
14:1F:BA:10:C6:8F,489,93,94,655.8,151.4,195670.7,191517.4,150,7098,176,13329,5432,1,140,170,19:01.1,12530,1
14:1F:BA:10:C6:8F,509,29,30,641.6,117.4,2124.86,0,106,106,153,1812,1706,2,107,135,19:01.1,1812,2
14:1F:BA:10:C6:8F,509,30,31,641.6,115.8,5870.31,2124.86,181,287,191,2003,1706,2,107,135,19:01.1,1993,2
14:1F:BA:10:C6:8F,509,31,32,642.3,115.7,9646.9,5870.31,181,468,170,2173,1706,2,107,135,19:01.1,2174,2
14:1F:BA:10:C6:8F,509,32,33,642.9,115.7,13400.45,9646.9,181,649,211,2384,1706,2,107,135,19:01.1,2355,2
14:1F:BA:10:C6:8F,509,33,34,643.1,115.7,16533.96,13400.45,151,800,176,2560,1706,2,107,135,19:01.1,2506,2
14:1F:BA:10:C6:8F,509,34,35,643.1,116.4,20291.92,16533.96,181,981,211,2771,1706,2,107,135,19:01.1,2687,2
14:1F:BA:10:C6:8F,509,35,36,643.1,116.2,24074.76,20291.92,181,1162,211,2982,1706,2,107,135,19:01.1,2868,2
14:1F:BA:10:C6:8F,509,36,37,643.3,115.9,27836.76,24074.76,181,1343,211,3193,1706,2,107,135,19:01.1,3049,2
14:1F:BA:10:C6:8F,509,37,38,643.1,116.4,31601.09,27836.76,181,1524,155,3348,1706,2,107,135,19:01.1,3230,2
14:1F:BA:10:C6:8F,509,38,39,643.3,115.4,35366.46,31601.09,181,1705,207,3555,1706,2,107,135,19:01.1,3411,2
14:1F:BA:10:C6:8F,509,39,40,643.1,118.6,39131.75,35366.46,181,1886,194,3749,1706,2,107,135,19:01.1,3592,2
14:1F:BA:10:C6:8F,509,40,41,643.3,116.8,43548.36,39131.75,211,2097,190,3939,1706,2,107,135,19:01.1,3803,2
14:1F:BA:10:C6:8F,509,41,42,643.3,115.4,47314.74,43548.36,181,2278,207,4146,1706,2,107,135,19:01.1,3984,2
14:1F:BA:10:C6:8F,509,42,43,643.1,115.8,51075.08,47314.74,181,2459,194,4340,1706,2,107,135,19:01.1,4165,2
14:1F:BA:10:C6:8F,509,43,44,643.1,116.2,55487.41,51075.08,211,2670,217,4557,1706,2,107,135,19:01.1,4376,2
14:1F:BA:10:C6:8F,509,44,45,643.3,116.2,59259.19,55487.41,181,2851,194,4751,1706,2,107,135,19:01.1,4557,2
14:1F:BA:10:C6:8F,509,45,46,643.3,115.9,63679.77,59259.19,211,3062,217,4968,1706,2,107,135,19:01.1,4768,2
14:1F:BA:10:C6:8F,509,46,47,643.3,117.3,68693.11,63679.77,241,3303,214,5182,1706,2,107,135,19:01.1,5009,2
14:1F:BA:10:C6:8F,509,47,48,643.5,116,71865.72,68693.11,151,3454,197,5379,1706,2,107,135,19:01.1,5160,2
14:1F:BA:10:C6:8F,509,48,49,643.7,115.9,76258.34,71865.72,211,3665,186,5565,1706,2,107,135,19:01.1,5371,2
14:1F:BA:10:C6:8F,509,49,50,643.9,115.9,80030.44,76258.34,181,3846,200,5765,1706,2,107,135,19:01.1,5552,2
14:1F:BA:10:C6:8F,509,50,51,644.1,115.4,84451.44,80030.44,211,4057,187,5952,1706,2,107,135,19:01.1,5763,2
14:1F:BA:10:C6:8F,509,51,52,644.1,117.3,88229.52,84451.44,181,4238,210,6162,1706,2,107,135,19:01.1,5944,2
14:1F:BA:10:C6:8F,509,52,53,645,116.6,91388.27,88229.52,150,4388,172,6334,1706,2,107,135,19:01.1,6094,2
14:1F:BA:10:C6:8F,509,53,54,645,115.4,95168.72,91388.27,181,4569,200,6534,1706,2,107,135,19:01.1,6275,2
14:1F:BA:10:C6:8F,509,54,55,645.4,116.5,98949.52,95168.72,181,4750,199,6733,1706,2,107,135,19:01.1,6456,2
14:1F:BA:10:C6:8F,509,55,56,646,116.3,102749,98949.52,181,4931,173,6906,1706,2,107,135,19:01.1,6637,2
14:1F:BA:10:C6:8F,509,56,57,646.4,117,106539.3,102749,181,5112,187,7093,1706,2,107,135,19:01.1,6818,2
14:1F:BA:10:C6:8F,509,57,58,647,116,110332.2,106539.3,181,5293,173,7266,1706,2,107,135,19:01.1,6999,2
14:1F:BA:10:C6:8F,509,58,59,647.7,118.7,113501.4,110332.2,151,5444,177,7443,1706,2,107,135,19:01.1,7150,2
14:1F:BA:10:C6:8F,509,59,60,648.5,116.3,117953,113501.4,211,5655,183,7626,1706,2,107,135,19:01.1,7361,2
14:1F:BA:10:C6:8F,509,60,61,648.9,115.8,121124.5,117953,150,5805,163,7789,1706,2,107,135,19:01.1,7511,2
14:1F:BA:10:C6:8F,509,61,62,649.1,116.5,124928.5,121124.5,181,5986,187,7976,1706,2,107,135,19:01.1,7692,2
14:1F:BA:10:C6:8F,509,62,63,649.3,115.9,128732,124928.5,181,6167,187,8163,1706,2,107,135,19:01.1,7873,2
14:1F:BA:10:C6:8F,509,63,64,649.5,116,132559.8,128732,181,6348,173,8336,1706,2,107,135,19:01.1,8054,2
14:1F:BA:10:C6:8F,509,64,65,649.7,118.5,135732.7,132559.8,150,6498,176,8512,1706,2,107,135,19:01.1,8204,2
14:1F:BA:10:C6:8F,509,65,66,649.9,115.9,139537.4,135732.7,181,6679,173,8685,1706,2,107,135,19:01.1,8385,2
14:1F:BA:10:C6:8F,509,66,67,649.9,118.2,143344,139537.4,181,6860,187,8872,1706,2,107,135,19:01.1,8566,2
14:1F:BA:10:C6:8F,509,67,68,649.9,116.2,147179.5,143344,181,7041,159,9031,1706,2,107,135,19:01.1,8747,2
14:1F:BA:10:C6:8F,509,68,69,650.2,117.5,150982.7,147179.5,181,7222,185,9216,1706,2,107,135,19:01.1,8928,2
14:1F:BA:10:C6:8F,509,69,70,650.2,115.9,154790.6,150982.7,181,7403,183,9399,1706,2,107,135,19:01.1,9109,2
14:1F:BA:10:C6:8F,509,70,71,650.4,116,158600.9,154790.6,181,7584,193,9592,1706,2,107,135,19:01.1,9290,2
14:1F:BA:10:C6:8F,509,71,72,650.4,116.3,162437.5,158600.9,181,7765,183,9775,1706,2,107,135,19:01.1,9471,2
14:1F:BA:10:C6:8F,509,72,73,650.6,116.3,166247.3,162437.5,181,7946,185,9960,1706,2,107,135,19:01.1,9652,2
14:1F:BA:10:C6:8F,509,73,74,650.4,116.4,170053.6,166247.3,181,8127,168,10128,1706,2,107,135,19:01.1,9833,2
14:1F:BA:10:C6:8F,509,74,75,650.6,117.7,173891.8,170053.6,181,8308,168,10296,1706,2,107,135,19:01.1,10014,2
14:1F:BA:10:C6:8F,509,75,76,650.8,115.6,177702.9,173891.8,181,8489,165,10461,1706,2,107,135,19:01.1,10195,2
14:1F:BA:10:C6:8F,509,76,77,650.8,115.4,181520.1,177702.9,181,8670,143,10604,1706,2,107,135,19:01.1,10376,2
14:1F:BA:10:C6:8F,509,77,78,651,118.2,185328.7,181520.1,181,8851,174,10778,1706,2,107,135,19:01.1,10557,2
14:1F:BA:10:C6:8F,509,78,79,651.2,116.4,188530,185328.7,151,9002,170,10948,1706,2,107,135,19:01.1,10708,2
14:1F:BA:10:C6:8F,509,79,80,651.2,116.4,192350,188530,181,9183,162,11110,1706,2,107,135,19:01.1,10889,2
14:1F:BA:10:C6:8F,509,80,81,651.4,115.8,196127,192350,181,9364,156,11266,1706,2,107,135,19:01.1,11070,2
14:1F:BA:10:C6:8F,509,81,82,651.6,116.4,199931.8,196127,180,9544,156,11422,1706,2,107,135,19:01.1,11250,2
14:1F:BA:10:C6:8F,509,82,83,651.4,116.2,203737.4,199931.8,180,9724,144,11566,1706,2,107,135,19:01.1,11430,2
14:1F:BA:10:C6:8F,509,83,84,651.6,115.9,207540,203737.4,168,9892,153,11719,1706,2,107,135,19:01.1,11598,2
14:1F:BA:10:C6:8F,509,84,85,651.6,115.9,211342.6,207540,181,10073,152,11871,1706,2,107,135,19:01.1,11779,2
14:1F:BA:10:C6:8F,509,85,86,651.8,116.1,215144.3,211342.6,180,10253,156,12027,1706,2,107,135,19:01.1,11959,2
14:1F:BA:10:C6:8F,509,86,87,652,116.1,218946.3,215144.3,180,10433,164,12191,1706,2,107,135,19:01.1,12139,2
14:1F:BA:10:C6:8F,509,87,88,652.2,115.8,222097,218946.3,150,10583,150,12341,1706,2,107,135,19:01.1,12289,2
14:1F:BA:10:C6:8F,509,88,89,652.2,115.6,225901.5,222097,180,10763,164,12505,1706,2,107,135,19:01.1,12469,2
14:1F:BA:10:C6:8F,509,89,90,652.6,116.1,229705.8,225901.5,180,10943,150,12655,1706,2,107,135,19:01.1,12649,2
14:1F:BA:10:C6:8F,509,90,91,652.9,116.2,234139.4,229705.8,211,11154,170,12825,1706,2,107,135,19:01.1,12860,2
14:1F:BA:10:C6:8F,509,91,92,652.9,115.5,237312.9,234139.4,151,11305,164,12989,1706,2,107,135,19:01.1,13011,2
14:1F:BA:10:C6:8F,509,92,93,653.3,115.9,241117.3,237312.9,180,11485,164,13153,1706,2,107,135,19:01.1,13191,2
14:1F:BA:10:C6:8F,509,93,94,653.5,116.1,244923.9,241117.3,180,11665,176,13329,1706,2,107,135,19:01.1,13371,2
14:1F:BA:10:C6:8F,509,94,95,653.7,115.7,248734,244923.9,180,11845,180,13509,1706,2,107,135,19:01.1,13551,2
14:1F:BA:10:C6:8F,509,95,96,654.3,115.4,255072,248734,301,12146,316,13825,1706,2,107,135,19:01.1,13852,2
14:1F:BA:10:C6:8F,509,96,97,655.6,115.9,263355.4,255072,391,12537,391,14216,1706,2,107,135,19:01.1,14243,2
14:1F:BA:10:C6:8F,509,97,98,657.8,115.9,272273,263355.4,422,12959,422,14638,1706,2,107,135,19:01.1,14665,2
14:1F:BA:10:C6:8F,509,98,99,662,115.5,278664,272273,301,13260,210,14848,1706,2,107,135,19:01.1,14966,2
14:1F:BA:10:C6:8F,516,37,38,640,157.9,1229.78,5.92,43,43,155,3348,3305,1,140,170,19:01.1,3348,1
14:1F:BA:10:C6:8F,516,38,39,643.7,157.7,6877.55,1229.78,200,243,207,3555,3305,1,140,170,19:01.1,3548,1
14:1F:BA:10:C6:8F,516,39,40,644.8,157.2,11373.06,6877.55,160,403,194,3749,3305,1,140,170,19:01.1,3708,1
14:1F:BA:10:C6:8F,516,40,41,645.1,157.3,15901.94,11373.06,160,563,190,3939,3305,1,140,170,19:01.1,3868,1
14:1F:BA:10:C6:8F,516,41,42,645.1,157.5,21563.78,15901.94,201,764,207,4146,3305,1,140,170,19:01.1,4069,1
14:1F:BA:10:C6:8F,516,42,43,645.1,157.3,26102.3,21563.78,160,924,194,4340,3305,1,140,170,19:01.1,4229,1
14:1F:BA:10:C6:8F,516,43,44,645.1,157.8,31768.66,26102.3,200,1124,217,4557,3305,1,140,170,19:01.1,4429,1
14:1F:BA:10:C6:8F,516,44,45,645.4,157.5,36309.02,31768.66,160,1284,194,4751,3305,1,140,170,19:01.1,4589,1
14:1F:BA:10:C6:8F,516,45,46,645.7,157.6,41976.45,36309.02,200,1484,217,4968,3305,1,140,170,19:01.1,4789,1
14:1F:BA:10:C6:8F,516,46,47,645.7,157,46488.94,41976.45,160,1644,214,5182,3305,1,140,170,19:01.1,4949,1
14:1F:BA:10:C6:8F,516,47,48,645.7,157.3,52159.14,46488.94,200,1844,197,5379,3305,1,140,170,19:01.1,5149,1
14:1F:BA:10:C6:8F,516,48,49,645.4,157.1,56701.85,52159.14,160,2004,186,5565,3305,1,140,170,19:01.1,5309,1
14:1F:BA:10:C6:8F,516,49,50,645.9,157.8,62375.1,56701.85,200,2204,200,5765,3305,1,140,170,19:01.1,5509,1
14:1F:BA:10:C6:8F,516,50,51,646.2,156.9,66918.37,62375.1,160,2364,187,5952,3305,1,140,170,19:01.1,5669,1
14:1F:BA:10:C6:8F,516,51,52,646.2,156.5,72544.98,66918.37,200,2564,210,6162,3305,1,140,170,19:01.1,5869,1
14:1F:BA:10:C6:8F,516,52,53,646.5,156.7,77075.98,72544.98,160,2724,172,6334,3305,1,140,170,19:01.1,6029,1
14:1F:BA:10:C6:8F,516,53,54,646.5,156.7,82733.89,77075.98,200,2924,200,6534,3305,1,140,170,19:01.1,6229,1
14:1F:BA:10:C6:8F,516,54,55,647.1,156.5,88393.32,82733.89,200,3124,199,6733,3305,1,140,170,19:01.1,6429,1
14:1F:BA:10:C6:8F,516,55,56,647.4,156.7,92927.75,88393.32,160,3284,173,6906,3305,1,140,170,19:01.1,6589,1
14:1F:BA:10:C6:8F,516,56,57,647.9,156.9,98565,92927.75,200,3484,187,7093,3305,1,140,170,19:01.1,6789,1
14:1F:BA:10:C6:8F,516,57,58,647.9,156.7,103104.6,98565,160,3644,173,7266,3305,1,140,170,19:01.1,6949,1
14:1F:BA:10:C6:8F,516,58,59,648.5,156.1,108777.1,103104.6,200,3844,177,7443,3305,1,140,170,19:01.1,7149,1
14:1F:BA:10:C6:8F,516,59,60,649,156,113313.4,108777.1,160,4004,183,7626,3305,1,140,170,19:01.1,7309,1
