idtag,epcRowId,prevsoc,soc,voltage,amper,energy,prevenergy,diffInSec,accDiff,avgDiffInSec,accAvg,offset,levelCode,low,high,insertTime,scaled,amperLevel
00:B0:52:FF:FF:02,326,32,33,644,152.6,1752.39,0,64,64,64,64,0,1,140,170,19:01.1,64,1
00:B0:52:FF:FF:02,326,33,34,645.9,153.2,5069.48,1752.39,120,184,100,164,0,1,140,170,19:01.1,184,1
00:B0:52:FF:FF:02,326,34,35,646.3,152.2,8359.28,5069.48,120,304,120,284,0,1,140,170,19:01.1,304,1
00:B0:52:FF:FF:02,326,35,36,646.7,152.4,12497.21,8359.28,150,454,150,434,0,1,140,170,19:01.1,454,1
00:B0:52:FF:FF:02,326,36,37,646.9,152.8,15815.72,12497.21,120,574,143,577,0,1,140,170,19:01.1,574,1
00:B0:52:FF:FF:02,326,37,38,646.9,152.6,19930.68,15815.72,150,724,192,769,0,1,140,170,19:01.1,724,1
00:B0:52:FF:FF:02,326,38,39,646.9,153,23251,19930.68,120,844,180,949,0,1,140,170,19:01.1,844,1
00:B0:52:FF:FF:02,326,39,40,646.9,153,26572.03,23251,120,964,192,1141,0,1,140,170,19:01.1,964,1
00:B0:52:FF:FF:02,326,40,41,646.7,153,30688.48,26572.03,150,1114,186,1327,0,1,140,170,19:01.1,1114,1
00:B0:52:FF:FF:02,326,41,42,646.7,153,34010.52,30688.48,120,1234,189,1516,0,1,140,170,19:01.1,1234,1
00:B0:52:FF:FF:02,326,42,43,646.9,153,38157.35,34010.52,150,1384,187,1703,0,1,140,170,19:01.1,1384,1
00:B0:52:FF:FF:02,326,43,44,646.7,152.5,41453.64,38157.35,120,1504,190,1893,0,1,140,170,19:01.1,1504,1
00:B0:52:FF:FF:02,326,44,45,646.7,152.6,45599.68,41453.64,150,1654,194,2087,0,1,140,170,19:01.1,1654,1
00:B0:52:FF:FF:02,326,45,46,646.9,152.9,48923.31,45599.68,120,1774,184,2271,0,1,140,170,19:01.1,1774,1
00:B0:52:FF:FF:02,326,46,47,646.9,152.6,53071.3,48923.31,150,1924,195,2466,0,1,140,170,19:01.1,1924,1
00:B0:52:FF:FF:02,326,47,48,647.1,153,56367.82,53071.3,120,2044,194,2660,0,1,140,170,19:01.1,2044,1
00:B0:52:FF:FF:02,326,48,49,647.3,152.7,60519.04,56367.82,151,2195,183,2843,0,1,140,170,19:01.1,2195,1
00:B0:52:FF:FF:02,326,49,50,647.3,152.6,64671.1,60519.04,150,2345,176,3019,0,1,140,170,19:01.1,2345,1
00:B0:52:FF:FF:02,326,50,51,647.3,152.7,67969.84,64671.1,120,2465,168,3187,0,1,140,170,19:01.1,2465,1
00:B0:52:FF:FF:02,326,51,52,647.7,153.3,72122.61,67969.84,150,2615,173,3360,0,1,140,170,19:01.1,2615,1
00:B0:52:FF:FF:02,326,52,53,647.9,153,76277.3,72122.61,150,2765,179,3539,0,1,140,170,19:01.1,2765,1
00:B0:52:FF:FF:02,326,53,54,648.2,152.9,80434.9,76277.3,150,2915,176,3715,0,1,140,170,19:01.1,2915,1
00:B0:52:FF:FF:02,326,54,55,648.6,152.6,84589.64,80434.9,150,3065,168,3883,0,1,140,170,19:01.1,3065,1
00:B0:52:FF:FF:02,326,55,56,649.2,152.6,88709.08,84589.64,150,3215,176,4059,0,1,140,170,19:01.1,3215,1
00:B0:52:FF:FF:02,326,56,57,649.6,152.4,92034.31,88709.08,120,3335,168,4227,0,1,140,170,19:01.1,3335,1
00:B0:52:FF:FF:02,326,57,58,650.5,152.2,96187,92034.31,150,3485,171,4398,0,1,140,170,19:01.1,3485,1
00:B0:52:FF:FF:02,326,58,59,651.1,151.4,99489.21,96187,120,3605,169,4567,0,1,140,170,19:01.1,3605,1
00:B0:52:FF:FF:02,326,59,60,651.5,151.5,103635,99489.21,150,3755,180,4747,0,1,140,170,19:01.1,3755,1
00:B0:52:FF:FF:02,326,60,61,652.1,152,106958.9,103635,120,3875,168,4915,0,1,140,170,19:01.1,3875,1
00:B0:52:FF:FF:02,326,61,62,652.5,151.5,110257.1,106958.9,120,3995,158,5073,0,1,140,170,19:01.1,3995,1
00:B0:52:FF:FF:02,326,62,63,652.8,151.6,114410.7,110257.1,150,4145,165,5238,0,1,140,170,19:01.1,4145,1
00:B0:52:FF:FF:02,326,63,64,653.2,151.8,117739.5,114410.7,120,4265,173,5411,0,1,140,170,19:01.1,4265,1
00:B0:52:FF:FF:02,326,64,65,653.6,151.6,121869.7,117739.5,150,4415,163,5574,0,1,140,170,19:01.1,4415,1
00:B0:52:FF:FF:02,326,65,66,653.4,151,125196.4,121869.7,120,4535,158,5732,0,1,140,170,19:01.1,4535,1
00:B0:52:FF:FF:02,326,66,67,653.8,151.5,129343.3,125196.4,150,4685,156,5888,0,1,140,170,19:01.1,4685,1
00:B0:52:FF:FF:02,326,67,68,654.2,151.2,132637.7,129343.3,120,4805,142,6030,0,1,140,170,19:01.1,4805,1
00:B0:52:FF:FF:02,326,68,69,654.2,150.7,136784.7,132637.7,150,4955,142,6172,0,1,140,170,19:01.1,4955,1
00:B0:52:FF:FF:02,326,69,70,654.4,150.8,140107.8,136784.7,120,5075,141,6313,0,1,140,170,19:01.1,5075,1
00:B0:52:FF:FF:02,326,70,71,654.4,151.1,143405.2,140107.8,120,5195,146,6459,0,1,140,170,19:01.1,5195,1
00:B0:52:FF:FF:02,326,71,72,654.4,151.2,147552.2,143405.2,150,5345,130,6589,0,1,140,170,19:01.1,5345,1
00:B0:52:FF:FF:02,326,72,73,654.4,150.8,150876,147552.2,120,5465,142,6731,0,1,140,170,19:01.1,5465,1
00:B0:52:FF:FF:02,326,73,74,654.6,151,154174.5,150876,120,5585,125,6856,0,1,140,170,19:01.1,5585,1
00:B0:52:FF:FF:02,326,74,75,654.6,151.2,158323.9,154174.5,151,5736,136,6992,0,1,140,170,19:01.1,5736,1
00:B0:52:FF:FF:02,326,75,76,654.6,150.7,161649.1,158323.9,120,5856,124,7116,0,1,140,170,19:01.1,5856,1
00:B0:52:FF:FF:02,326,76,77,654.6,151,164946.7,161649.1,120,5976,129,7245,0,1,140,170,19:01.1,5976,1
00:B0:52:FF:FF:02,326,77,78,654.6,150.6,169096.1,164946.7,150,6126,142,7387,0,1,140,170,19:01.1,6126,1
00:B0:52:FF:FF:02,326,78,79,654.8,151.1,172421.7,169096.1,120,6246,121,7508,0,1,140,170,19:01.1,6246,1
00:B0:52:FF:FF:02,326,79,80,655,150.8,176573.5,172421.7,150,6396,130,7638,0,1,140,170,19:01.1,6396,1
00:B0:52:FF:FF:02,326,80,81,655,150.7,179872.8,176573.5,120,6516,130,7768,0,1,140,170,19:01.1,6516,1
00:B0:52:FF:FF:02,326,81,82,655,151.2,183199.2,179872.8,120,6636,121,7889,0,1,140,170,19:01.1,6636,1
00:B0:52:FF:FF:02,326,82,83,655.3,151.2,187350.4,183199.2,150,6786,112,8001,0,1,140,170,19:01.1,6786,1
00:B0:52:FF:FF:02,326,83,84,655.3,151.4,190652.2,187350.4,120,6906,120,8121,0,1,140,170,19:01.1,6906,1
00:B0:52:FF:FF:02,326,84,85,655.5,151.1,194807.8,190652.2,150,7056,120,8241,0,1,140,170,19:01.1,7056,1
00:B0:52:FF:FF:02,326,85,86,655.7,150.7,198139,194807.8,120,7176,114,8355,0,1,140,170,19:01.1,7176,1
00:B0:52:FF:FF:02,326,86,87,655.7,150.8,202294.3,198139,150,7326,117,8472,0,1,140,170,19:01.1,7326,1
00:B0:52:FF:FF:02,326,87,88,655.9,151.5,206422.5,202294.3,150,7476,107,8579,0,1,140,170,19:01.1,7476,1
00:B0:52:FF:FF:02,326,88,89,656.1,151.2,209753.6,206422.5,120,7596,126,8705,0,1,140,170,19:01.1,7596,1
00:B0:52:FF:FF:02,326,89,90,656.3,151.2,213913.4,209753.6,150,7746,117,8822,0,1,140,170,19:01.1,7746,1
00:B0:52:FF:FF:02,326,90,91,656.3,150.5,217236.1,213913.4,120,7866,121,8943,0,1,140,170,19:01.1,7866,1
00:B0:52:FF:FF:02,326,91,92,656.5,150.4,221354.2,217236.1,150,8016,117,9060,0,1,140,170,19:01.1,8016,1
00:B0:52:FF:FF:02,326,92,93,656.7,150.7,225500.2,221354.2,150,8166,126,9186,0,1,140,170,19:01.1,8166,1
00:B0:52:FF:FF:02,326,93,94,656.9,150.4,228823.8,225500.2,120,8286,115,9301,0,1,140,170,19:01.1,8286,1
00:B0:52:FF:FF:02,326,94,95,657.3,150.6,232971.9,228823.8,150,8436,108,9409,0,1,140,170,19:01.1,8436,1
00:B0:52:FF:FF:02,326,95,96,657.8,150.5,238773.4,232971.9,211,8647,114,9523,0,1,140,170,19:01.1,8647,1
00:B0:52:FF:FF:02,326,96,97,658.8,149.8,247902.1,238773.4,331,8978,132,9655,0,1,140,170,19:01.1,8978,1
00:B0:52:FF:FF:02,326,97,98,660.9,150.2,256171,247902.1,301,9279,126,9781,0,1,140,170,19:01.1,9279,1
00:B0:52:FF:FF:02,326,98,99,663.2,149.1,261972.3,256171,211,9490,120,9901,0,1,140,170,19:01.1,9490,1
00:B0:52:FF:FF:02,337,34,35,641.6,124.8,2640.94,0.11,121,121,120,284,163,2,107,135,19:01.1,284,2
00:B0:52:FF:FF:02,337,35,36,641.6,123.7,7310.32,2640.94,211,332,150,434,163,2,107,135,19:01.1,495,2
00:B0:52:FF:FF:02,337,36,37,642.7,123.5,12674.41,7310.32,241,573,143,577,163,2,107,135,19:01.1,736,2
00:B0:52:FF:FF:02,337,37,38,643.5,125,17384.33,12674.41,211,784,192,769,163,2,107,135,19:01.1,947,2
00:B0:52:FF:FF:02,337,38,39,643.7,125.1,22078.79,17384.33,211,995,180,949,163,2,107,135,19:01.1,1158,2
00:B0:52:FF:FF:02,337,39,40,643.7,124.2,27470.34,22078.79,241,1236,192,1141,163,2,107,135,19:01.1,1399,2
00:B0:52:FF:FF:02,337,40,41,643.9,125.3,32167.82,27470.34,211,1447,186,1327,163,2,107,135,19:01.1,1610,2
00:B0:52:FF:FF:02,337,41,42,643.9,124.2,37561.49,32167.82,241,1688,189,1516,163,2,107,135,19:01.1,1851,2
00:B0:52:FF:FF:02,337,42,43,643.9,124.3,42264.42,37561.49,211,1899,187,1703,163,2,107,135,19:01.1,2062,2
00:B0:52:FF:FF:02,337,43,44,644.1,124,46991.77,42264.42,211,2110,190,1893,163,2,107,135,19:01.1,2273,2
00:B0:52:FF:FF:02,337,44,45,643.9,124.2,52366.66,46991.77,241,2351,194,2087,163,2,107,135,19:01.1,2514,2
00:B0:52:FF:FF:02,337,45,46,644.1,124.4,57090.49,52366.66,211,2562,184,2271,163,2,107,135,19:01.1,2725,2
00:B0:52:FF:FF:02,337,46,47,644.1,124.7,61795.05,57090.49,211,2773,195,2466,163,2,107,135,19:01.1,2936,2
00:B0:52:FF:FF:02,337,47,48,644.3,124.4,67194.22,61795.05,241,3014,194,2660,163,2,107,135,19:01.1,3177,2
00:B0:52:FF:FF:02,337,48,49,644.5,125.1,71923.46,67194.22,211,3225,183,2843,163,2,107,135,19:01.1,3388,2
00:B0:52:FF:FF:02,337,49,50,644.7,125.3,77305.28,71923.46,241,3466,176,3019,163,2,107,135,19:01.1,3629,2
00:B0:52:FF:FF:02,337,50,51,644.7,123.9,82041.34,77305.28,211,3677,168,3187,163,2,107,135,19:01.1,3840,2
00:B0:52:FF:FF:02,337,51,52,645,124.4,86752.77,82041.34,211,3888,173,3360,163,2,107,135,19:01.1,4051,2
00:B0:52:FF:FF:02,337,52,53,645.2,125,92161.06,86752.77,241,4129,179,3539,163,2,107,135,19:01.1,4292,2
00:B0:52:FF:FF:02,337,53,54,645.4,123.9,96897.71,92161.06,211,4340,176,3715,163,2,107,135,19:01.1,4503,2
00:B0:52:FF:FF:02,337,54,55,645.8,124.8,102281.2,96897.71,241,4581,168,3883,163,2,107,135,19:01.1,4744,2
00:B0:52:FF:FF:02,337,55,56,646.2,125.1,107028.9,102281.2,211,4792,176,4059,163,2,107,135,19:01.1,4955,2
00:B0:52:FF:FF:02,337,56,57,646.6,123.9,111755.1,107028.9,211,5003,168,4227,163,2,107,135,19:01.1,5166,2
00:B0:52:FF:FF:02,337,57,58,647,123.9,117172.7,111755.1,241,5244,171,4398,163,2,107,135,19:01.1,5407,2
00:B0:52:FF:FF:02,337,58,59,647.7,124.4,121897.9,117172.7,211,5455,169,4567,163,2,107,135,19:01.1,5618,2
00:B0:52:FF:FF:02,337,59,60,648.3,124.7,126650.4,121897.9,211,5666,180,4747,163,2,107,135,19:01.1,5829,2
00:B0:52:FF:FF:02,337,60,61,648.7,125.5,132085.4,126650.4,242,5908,168,4915,163,2,107,135,19:01.1,6071,2
00:B0:52:FF:FF:02,337,61,62,649.3,124.5,136826.9,132085.4,211,6119,158,5073,163,2,107,135,19:01.1,6282,2
00:B0:52:FF:FF:02,337,62,63,649.5,124.7,142269.7,136826.9,241,6360,165,5238,163,2,107,135,19:01.1,6523,2
00:B0:52:FF:FF:02,337,63,64,649.9,124.5,147016.3,142269.7,211,6571,173,5411,163,2,107,135,19:01.1,6734,2
00:B0:52:FF:FF:02,337,64,65,649.9,124.5,151782.7,147016.3,211,6782,163,5574,163,2,107,135,19:01.1,6945,2
00:B0:52:FF:FF:02,337,65,66,650.2,125.6,157226.4,151782.7,241,7023,158,5732,163,2,107,135,19:01.1,7186,2
00:B0:52:FF:FF:02,337,66,67,650.2,125.1,161980.5,157226.4,211,7234,156,5888,163,2,107,135,19:01.1,7397,2
00:B0:52:FF:FF:02,337,67,68,650.2,124.3,167428.1,161980.5,241,7475,142,6030,163,2,107,135,19:01.1,7638,2
00:B0:52:FF:FF:02,337,68,69,650.4,123.8,172181.6,167428.1,211,7686,142,6172,163,2,107,135,19:01.1,7849,2
00:B0:52:FF:FF:02,337,69,70,650.4,124.8,176960.2,172181.6,211,7897,141,6313,163,2,107,135,19:01.1,8060,2
00:B0:52:FF:FF:02,337,70,71,650.6,124.7,182392.3,176960.2,241,8138,146,6459,163,2,107,135,19:01.1,8301,2
00:B0:52:FF:FF:02,337,71,72,650.8,124.3,186489.1,182392.3,181,8319,130,6589,163,2,107,135,19:01.1,8482,2
00:B0:52:FF:FF:02,337,72,73,650.8,124.4,191245.3,186489.1,211,8530,142,6731,163,2,107,135,19:01.1,8693,2
00:B0:52:FF:FF:02,337,73,74,651,124.4,194646.8,191245.3,151,8681,125,6856,163,2,107,135,19:01.1,8844,2
00:B0:52:FF:FF:02,337,74,75,651,124.6,198749.2,194646.8,181,8862,136,6992,163,2,107,135,19:01.1,9025,2
00:B0:52:FF:FF:02,337,75,76,651.2,124.7,202151.5,198749.2,151,9013,124,7116,163,2,107,135,19:01.1,9176,2
00:B0:52:FF:FF:02,337,76,77,651.2,124.3,206231.5,202151.5,181,9194,129,7245,163,2,107,135,19:01.1,9357,2
00:B0:52:FF:FF:02,337,77,78,651.4,124.7,210312.7,206231.5,181,9375,142,7387,163,2,107,135,19:01.1,9538,2
00:B0:52:FF:FF:02,337,78,79,651.6,124.5,213737.8,210312.7,151,9526,121,7508,163,2,107,135,19:01.1,9689,2
00:B0:52:FF:FF:02,337,79,80,651.6,125.4,217823.7,213737.8,181,9707,130,7638,163,2,107,135,19:01.1,9870,2
00:B0:52:FF:FF:02,337,80,81,651.6,124.4,221230.7,217823.7,150,9857,130,7768,163,2,107,135,19:01.1,10020,2
00:B0:52:FF:FF:02,337,81,82,652,124.6,225315,221230.7,181,10038,121,7889,163,2,107,135,19:01.1,10201,2
00:B0:52:FF:FF:02,337,82,83,652,124.7,228049,225315,121,10159,112,8001,163,2,107,135,19:01.1,10322,2
00:B0:52:FF:FF:02,337,83,84,652,125.5,231457.9,228049,151,10310,120,8121,163,2,107,135,19:01.1,10473,2
00:B0:52:FF:FF:02,337,84,85,652.2,124.6,234891.2,231457.9,151,10461,120,8241,163,2,107,135,19:01.1,10624,2
00:B0:52:FF:FF:02,337,85,86,652.4,125.3,237627.9,234891.2,120,10581,114,8355,163,2,107,135,19:01.1,10744,2
00:B0:52:FF:FF:02,337,86,87,652.4,124.5,240339.1,237627.9,120,10701,117,8472,163,2,107,135,19:01.1,10864,2
00:B0:52:FF:FF:02,337,87,88,652.9,125.1,243753.9,240339.1,151,10852,107,8579,163,2,107,135,19:01.1,11015,2
00:B0:52:FF:FF:02,337,88,89,653.1,124.6,247191.5,243753.9,151,11003,126,8705,163,2,107,135,19:01.1,11166,2
00:B0:52:FF:FF:02,337,89,90,653.5,124.6,250607.6,247191.5,151,11154,117,8822,163,2,107,135,19:01.1,11317,2
00:B0:52:FF:FF:02,337,90,91,653.7,124.9,254026.4,250607.6,151,11305,121,8943,163,2,107,135,19:01.1,11468,2
00:B0:52:FF:FF:02,337,91,92,654.1,125.3,257446.5,254026.4,150,11455,117,9060,163,2,107,135,19:01.1,11618,2
00:B0:52:FF:FF:02,337,92,93,654.5,124.6,260868.1,257446.5,151,11606,126,9186,163,2,107,135,19:01.1,11769,2
00:B0:52:FF:FF:02,337,93,94,654.9,124.7,264294.5,260868.1,151,11757,115,9301,163,2,107,135,19:01.1,11920,2
00:B0:52:FF:FF:02,535,36,37,642.7,115.5,5065.78,0,244,244,143,577,333,2,107,135,19:01.1,577,2
00:B0:52:FF:FF:02,535,37,38,643.7,115.5,10077.55,5065.78,241,485,192,769,333,2,107,135,19:01.1,818,2
00:B0:52:FF:FF:02,535,38,39,644.1,115.7,15085.84,10077.55,241,726,180,949,333,2,107,135,19:01.1,1059,2
00:B0:52:FF:FF:02,535,39,40,644.3,116.1,20116.44,15085.84,241,967,192,1141,333,2,107,135,19:01.1,1300,2
00:B0:52:FF:FF:02,535,40,41,644.3,115.6,25133.29,20116.44,241,1208,186,1327,333,2,107,135,19:01.1,1541,2
00:B0:52:FF:FF:02,535,41,42,644.3,116.7,30158.08,25133.29,241,1449,189,1516,333,2,107,135,19:01.1,1782,2
00:B0:52:FF:FF:02,535,42,43,644.7,116,35200.54,30158.08,241,1690,187,1703,333,2,107,135,19:01.1,2023,2
00:B0:52:FF:FF:02,535,43,44,644.7,118.6,40224.12,35200.54,241,1931,190,1893,333,2,107,135,19:01.1,2264,2
00:B0:52:FF:FF:02,535,44,45,645,115.4,44419.5,40224.12,201,2132,194,2087,333,2,107,135,19:01.1,2465,2
00:B0:52:FF:FF:02,535,45,46,645,117,49465.43,44419.5,241,2373,184,2271,333,2,107,135,19:01.1,2706,2
00:B0:52:FF:FF:02,535,46,47,645,115.2,54496.04,49465.43,241,2614,195,2466,333,2,107,135,19:01.1,2947,2
00:B0:52:FF:FF:02,535,47,48,645.2,118.6,59554.81,54496.04,241,2855,194,2660,333,2,107,135,19:01.1,3188,2
00:B0:52:FF:FF:02,535,48,49,645.2,117.7,64583.29,59554.81,241,3096,183,2843,333,2,107,135,19:01.1,3429,2
00:B0:52:FF:FF:02,535,49,50,645.6,116.9,69643.95,64583.29,241,3337,176,3019,333,2,107,135,19:01.1,3670,2
00:B0:52:FF:FF:02,535,50,51,645.8,115.5,74677.98,69643.95,241,3578,168,3187,333,2,107,135,19:01.1,3911,2
00:B0:52:FF:FF:02,535,51,52,646,115.9,79710.1,74677.98,241,3819,173,3360,333,2,107,135,19:01.1,4152,2
00:B0:52:FF:FF:02,535,52,53,646.4,116.3,84772.9,79710.1,241,4060,179,3539,333,2,107,135,19:01.1,4393,2
00:B0:52:FF:FF:02,535,53,54,646.6,116,89814.31,84772.9,241,4301,176,3715,333,2,107,135,19:01.1,4634,2
00:B0:52:FF:FF:02,535,54,55,647,117.6,94024.46,89814.31,201,4502,168,3883,333,2,107,135,19:01.1,4835,2
00:B0:52:FF:FF:02,535,55,56,647.2,117.3,99926.92,94024.46,281,4783,176,4059,333,2,107,135,19:01.1,5116,2
00:B0:52:FF:FF:02,535,56,57,647.9,116.1,104142.4,99926.92,201,4984,168,4227,333,2,107,135,19:01.1,5317,2
00:B0:52:FF:FF:02,535,57,58,648.3,116.6,109224.2,104142.4,241,5225,171,4398,333,2,107,135,19:01.1,5558,2
00:B0:52:FF:FF:02,535,58,59,648.9,116.6,114279.6,109224.2,241,5466,169,4567,333,2,107,135,19:01.1,5799,2
00:B0:52:FF:FF:02,535,59,60,649.3,115.9,119358.6,114279.6,241,5707,180,4747,333,2,107,135,19:01.1,6040,2
00:B0:52:FF:FF:02,535,60,61,649.5,117.2,124422.8,119358.6,241,5948,168,4915,333,2,107,135,19:01.1,6281,2
00:B0:52:FF:FF:02,535,61,62,649.7,116.1,129516.5,124422.8,241,6189,158,5073,333,2,107,135,19:01.1,6522,2
00:B0:52:FF:FF:02,535,62,63,649.9,116.2,134586.4,129516.5,241,6430,165,5238,333,2,107,135,19:01.1,6763,2
00:B0:52:FF:FF:02,535,63,64,650.2,115.9,139679.2,134586.4,241,6671,173,5411,333,2,107,135,19:01.1,7004,2
00:B0:52:FF:FF:02,535,64,65,650.4,118.1,144755.9,139679.2,241,6912,163,5574,333,2,107,135,19:01.1,7245,2
00:B0:52:FF:FF:02,535,65,66,650.4,116.4,148985,144755.9,201,7113,158,5732,333,2,107,135,19:01.1,7446,2
00:B0:52:FF:FF:02,535,66,67,650.4,116.3,154076.9,148985,241,7354,156,5888,333,2,107,135,19:01.1,7687,2
00:B0:52:FF:FF:02,535,67,68,650.6,116.3,159150.3,154076.9,241,7595,142,6030,333,2,107,135,19:01.1,7928,2
00:B0:52:FF:FF:02,535,68,69,650.6,116.9,163379.1,159150.3,201,7796,142,6172,333,2,107,135,19:01.1,8129,2
00:B0:52:FF:FF:02,535,69,70,650.8,115.9,167626.4,163379.1,201,7997,141,6313,333,2,107,135,19:01.1,8330,2
00:B0:52:FF:FF:02,535,70,71,651,116,171860.5,167626.4,201,8198,146,6459,333,2,107,135,19:01.1,8531,2
00:B0:52:FF:FF:02,535,71,72,651.4,115.4,176091,171860.5,201,8399,130,6589,333,2,107,135,19:01.1,8732,2
00:B0:52:FF:FF:02,535,72,73,651.4,115.8,180326,176091,201,8600,142,6731,333,2,107,135,19:01.1,8933,2
00:B0:52:FF:FF:02,535,73,74,651.6,116.2,183721.9,180326,160,8760,125,6856,333,2,107,135,19:01.1,9093,2
00:B0:52:FF:FF:02,535,74,75,651.6,115.9,187126.7,183721.9,161,8921,136,6992,333,2,107,135,19:01.1,9254,2
00:B0:52:FF:FF:02,535,75,76,651.8,115.7,191365.5,187126.7,201,9122,124,7116,333,2,107,135,19:01.1,9455,2
00:B0:52:FF:FF:02,535,76,77,652,116,194762.8,191365.5,161,9283,129,7245,333,2,107,135,19:01.1,9616,2
00:B0:52:FF:FF:02,535,77,78,652.2,115.9,199029.5,194762.8,201,9484,142,7387,333,2,107,135,19:01.1,9817,2
00:B0:52:FF:FF:02,535,78,79,652.2,115.9,202424.1,199029.5,158,9642,121,7508,333,2,107,135,19:01.1,9975,2
00:B0:52:FF:FF:02,535,79,80,652.4,115.8,206665,202424.1,201,9843,130,7638,333,2,107,135,19:01.1,10176,2
00:B0:52:FF:FF:02,535,80,81,652.6,115.4,210061.4,206665,161,10004,130,7768,333,2,107,135,19:01.1,10337,2
00:B0:52:FF:FF:02,535,81,82,652.9,116.3,213454.1,210061.4,160,10164,121,7889,333,2,107,135,19:01.1,10497,2
00:B0:52:FF:FF:02,535,82,83,652.9,115.9,216853.2,213454.1,161,10325,112,8001,333,2,107,135,19:01.1,10658,2
00:B0:52:FF:FF:02,535,83,84,653.1,115.9,219407.9,216853.2,121,10446,120,8121,333,2,107,135,19:01.1,10779,2
00:B0:52:FF:FF:02,535,84,85,653.3,115.7,221947.2,219407.9,120,10566,120,8241,333,2,107,135,19:01.1,10899,2
00:B0:52:FF:FF:02,535,85,86,653.5,115.9,225376.4,221947.2,161,10727,114,8355,333,2,107,135,19:01.1,11060,2
00:B0:52:FF:FF:02,535,86,87,653.7,117.9,228783.1,225376.4,160,10887,117,8472,333,2,107,135,19:01.1,11220,2
00:B0:52:FF:FF:02,535,87,88,653.9,116.3,231324.6,228783.1,120,11007,107,8579,333,2,107,135,19:01.1,11340,2
00:B0:52:FF:FF:02,535,88,89,654.1,116.1,234730.8,231324.6,160,11167,126,8705,333,2,107,135,19:01.1,11500,2
00:B0:52:FF:FF:02,535,89,90,654.3,115.6,238141.8,234730.8,161,11328,117,8822,333,2,107,135,19:01.1,11661,2
00:B0:52:FF:FF:02,535,90,91,654.7,115.6,241548.6,238141.8,161,11489,121,8943,333,2,107,135,19:01.1,11822,2
00:B0:52:FF:FF:02,535,91,92,655.1,115.9,244961,241548.6,160,11649,117,9060,333,2,107,135,19:01.1,11982,2
00:B0:52:FF:FF:02,535,92,93,655.8,116.3,249231.8,244961,201,11850,126,9186,333,2,107,135,19:01.1,12183,2
00:B0:52:FF:FF:02,535,93,94,656.4,115.9,252667.4,249231.8,161,12011,115,9301,333,2,107,135,19:01.1,12344,2
00:B0:52:FF:FF:02,557,41,42,643.9,155.6,5572.21,0.02,201,201,189,1516,1315,1,140,170,19:01.1,1516,1
00:B0:52:FF:FF:02,557,43,44,643.9,125.6,14945.93,10014.55,241,602,190,1893,1315,2,107,135,19:01.1,1917,2
00:B0:52:FF:FF:02,557,44,45,644.3,125.1,20367.68,14945.93,241,843,194,2087,1315,2,107,135,19:01.1,2158,2
00:B0:52:FF:FF:02,557,45,46,644.3,125.5,24892.47,20367.68,201,1044,184,2271,1315,2,107,135,19:01.1,2359,2
00:B0:52:FF:FF:02,557,46,47,644.3,125.6,30341.15,24892.47,241,1285,195,2466,1315,2,107,135,19:01.1,2600,2
00:B0:52:FF:FF:02,557,47,48,644.3,127.5,34870.58,30341.15,201,1486,194,2660,1315,2,107,135,19:01.1,2801,2
00:B0:52:FF:FF:02,557,48,49,644.5,125.1,40299.59,34870.58,241,1727,183,2843,1315,2,107,135,19:01.1,3042,2
00:B0:52:FF:FF:02,557,49,50,644.5,125.5,45745.51,40299.59,241,1968,176,3019,1315,2,107,135,19:01.1,3283,2
00:B0:52:FF:FF:02,557,50,51,644.7,125.3,50279,45745.51,201,2169,168,3187,1315,2,107,135,19:01.1,3484,2
00:B0:52:FF:FF:02,557,51,52,644.9,125.3,55711.15,50279,241,2410,173,3360,1315,2,107,135,19:01.1,3725,2
00:B0:52:FF:FF:02,557,52,53,645.1,125.3,60243.09,55711.15,201,2611,179,3539,1315,2,107,135,19:01.1,3926,2
00:B0:52:FF:FF:02,557,53,54,645.4,125.1,65696.91,60243.09,241,2852,176,3715,1315,2,107,135,19:01.1,4167,2
00:B0:52:FF:FF:02,557,54,55,646.2,124.7,71165.12,65696.91,241,3093,168,3883,1315,2,107,135,19:01.1,4408,2
00:B0:52:FF:FF:02,557,55,56,649.6,125,75718.33,71165.12,201,3294,176,4059,1315,2,107,135,19:01.1,4609,2
00:B0:52:FF:FF:02,557,56,57,649.6,126.8,81172.87,75718.33,241,3535,168,4227,1315,2,107,135,19:01.1,4850,2
00:B0:52:FF:FF:02,557,57,58,649.6,125.3,85738.76,81172.87,201,3736,171,4398,1315,2,107,135,19:01.1,5051,2
00:B0:52:FF:FF:02,557,58,59,649.6,125.4,91206.86,85738.76,241,3977,169,4567,1315,2,107,135,19:01.1,5292,2
00:B0:52:FF:FF:02,557,59,60,649.6,125.3,96694.7,91206.86,241,4218,180,4747,1315,2,107,135,19:01.1,5533,2
00:B0:52:FF:FF:02,557,60,61,649.6,125.2,101257.6,96694.7,201,4419,168,4915,1315,2,107,135,19:01.1,5734,2
00:B0:52:FF:FF:02,557,61,62,649.6,125,106735.3,101257.6,241,4660,158,5073,1315,2,107,135,19:01.1,5975,2
00:B0:52:FF:FF:02,557,62,63,649.6,125.4,111289.5,106735.3,201,4861,165,5238,1315,2,107,135,19:01.1,6176,2
00:B0:52:FF:FF:02,557,63,64,649.8,124.1,116768.3,111289.5,241,5102,173,5411,1315,2,107,135,19:01.1,6417,2
